orig_url,clean_url,status,original_post_text
https://www.factcrescendo.com/video-from-2019-it-seizing-money-from-tyre-in-shivmogga-viral-as-karnataka-election/,https://www.factcrescendo.com/video-from-2019-it-seizing-money-from-tyre-in-shivmogga-viral-as-karnataka-election/,200,#WATCH : Rs 2.30 cr in cash stuffed inside the spare tire in a car seized by Income-Tax officials. The cash was being transported from Bengaluru to Shivamogga. #Karnataka pic.twitter.com/yUeRdKVyzY
https://www.factcrescendo.com/pm-is-not-talking-about-removing-evm-voting-system-in-this-video/,https://www.factcrescendo.com/pm-is-not-talking-about-removing-evm-voting-system-in-this-video/,200,
https://www.factcrescendo.com/clipped-video-of-amit-shah-calling-bjps-gov-the-most-corrupt-gov/amp/,https://www.factcrescendo.com/clipped-video-of-amit-shah-calling-bjps-gov-the-most-corrupt-gov/,503,
https://www.factcrescendo.com/clipped-video-showing-manmohan-singh-asked-to-vacate-sonia-gandhis-chair/amp/,https://www.factcrescendo.com/clipped-video-showing-manmohan-singh-asked-to-vacate-sonia-gandhis-chair/,503,
https://www.factcrescendo.com/the-woman-seen-with-the-jai-bhim-scarf-and-bhimrao-ramji-ambedkars-picture-is-not-a-collector-but-an-influencer-and-youtuber/amp/,https://www.factcrescendo.com/the-woman-seen-with-the-jai-bhim-scarf-and-bhimrao-ramji-ambedkars-picture-is-not-a-collector-but-an-influencer-and-youtuber/,503,
https://www.factcrescendo.com/the-viral-video-of-the-opinion-poll-of-abp-news-going-viral-regarding-the-rajasthan-assembly-elections-is-old/,https://www.factcrescendo.com/the-viral-video-of-the-opinion-poll-of-abp-news-going-viral-regarding-the-rajasthan-assembly-elections-is-old/,200,
https://www.factcrescendo.com/are-pakistanis-now-in-fear-after-atiq-ahmeds-murder-no-the-video-is-old/,https://www.factcrescendo.com/are-pakistanis-now-in-fear-after-atiq-ahmeds-murder-no-the-video-is-old/,200,
https://www.factcrescendo.com/this-video-of-police-arresting-girls-drinking-alcohol-mixed-with-a-cold-drink-is-scripted/amp/,https://www.factcrescendo.com/this-video-of-police-arresting-girls-drinking-alcohol-mixed-with-a-cold-drink-is-scripted/,503,
https://www.factcrescendo.com/pm-modis-claim-of-taking-any-major-step-soon-is-misleading/amp/,https://www.factcrescendo.com/pm-modis-claim-of-taking-any-major-step-soon-is-misleading/,503,
https://www.factcrescendo.com/pm-modi-is-not-speaking-about-bjp-agenda/amp/,https://www.factcrescendo.com/pm-modi-is-not-speaking-about-bjp-agenda/,503,
https://www.factcrescendo.com/this-video-of-tejashwi-yadav-has-nothing-to-do-with-the-arrest-of-manish-kashyap-or-the-bihar-bandh/,https://www.factcrescendo.com/this-video-of-tejashwi-yadav-has-nothing-to-do-with-the-arrest-of-manish-kashyap-or-the-bihar-bandh/,503,
https://www.factcrescendo.com/the-news-of-virat-kohli-visiting-bageshwar-dham-with-his-mother-is-false/,https://www.factcrescendo.com/the-news-of-virat-kohli-visiting-bageshwar-dham-with-his-mother-is-false/,503,
https://www.factcrescendo.com/2019-video-of-barmer-viral-with-misleading-claim/amp/,https://www.factcrescendo.com/2019-video-of-barmer-viral-with-misleading-claim/,503,
https://www.factcrescendo.com/did-virat-kohli-and-anushka-sharma-reach-for-the-visit-of-bageshwar-dham/,https://www.factcrescendo.com/did-virat-kohli-and-anushka-sharma-reach-for-the-visit-of-bageshwar-dham/,503,
https://www.factcrescendo.com/image-from-2020-shared-as-cheetah-helicopter-crash-in-arunachal-pradesh/,https://www.factcrescendo.com/image-from-2020-shared-as-cheetah-helicopter-crash-in-arunachal-pradesh/,503,
https://www.factcrescendo.com/this-video-of-a-woman-insisting-on-sitting-on-the-bus-drivers-seat-is-scripted/,https://www.factcrescendo.com/this-video-of-a-woman-insisting-on-sitting-on-the-bus-drivers-seat-is-scripted/,200,
https://www.factcrescendo.com/pm-modi-did-not-say-that-he-is-uneducated-2/amp/,https://www.factcrescendo.com/pm-modi-did-not-say-that-he-is-uneducated-2/,200,
https://www.factcrescendo.com/is-indias-first-cable-car-built-in-bengaluru/amp/,https://www.factcrescendo.com/is-indias-first-cable-car-built-in-bengaluru/,200,
https://www.factcrescendo.com/case-of-murder-of-a-youth-in-telangana-due-to-love-affair-viral-with-fake-communal-claim/amp/,https://www.factcrescendo.com/case-of-murder-of-a-youth-in-telangana-due-to-love-affair-viral-with-fake-communal-claim/,200,
https://www.factcrescendo.com/this-video-of-barat-being-taken-out-on-bulldozer-is-from-gujarat-and-not-from-up/,https://www.factcrescendo.com/this-video-of-barat-being-taken-out-on-bulldozer-is-from-gujarat-and-not-from-up/,200,
https://www.factcrescendo.com/clipped-video-of-uddhav-thackeray-viral-with-false-claim/amp/,https://www.factcrescendo.com/clipped-video-of-uddhav-thackeray-viral-with-false-claim/,200,
https://www.factcrescendo.com/sadhgurus-photo-with-daughter-viral-with-the-misleading-claim/amp/,https://www.factcrescendo.com/sadhgurus-photo-with-daughter-viral-with-the-misleading-claim/,200,A fortune to spend an hour with my dear father and they tell me it is #FathersDay . -Sg pic.twitter.com/9XJFWGtcsp
https://www.factcrescendo.com/did-the-bjp-spokesperson-gaurav-bhatia-say-that-narendra-modi-becoming-the-prime-minister-is-an-insult-to-democracy/amp/,https://www.factcrescendo.com/did-the-bjp-spokesperson-gaurav-bhatia-say-that-narendra-modi-becoming-the-prime-minister-is-an-insult-to-democracy/,200,
https://www.factcrescendo.com/false-news-about-lockdown-in-rajasthan-till-march-31st-viral-on-the-internet/,https://www.factcrescendo.com/false-news-about-lockdown-in-rajasthan-till-march-31st-viral-on-the-internet/,503,
https://www.factcrescendo.com/clipped-video-of-rahul-gandhi-saying-this-country-doesnt-belong-to-priests-viral/,https://www.factcrescendo.com/clipped-video-of-rahul-gandhi-saying-this-country-doesnt-belong-to-priests-viral/,503,
https://www.factcrescendo.com/video-of-a-bangladeshi-body-builder-kicking-his-prize-viral-with-a-false-claim/amp/,https://www.factcrescendo.com/video-of-a-bangladeshi-body-builder-kicking-his-prize-viral-with-a-false-claim/,503,
